baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
8.109508255,0.21225957,0.459410388,0.462026058,0.644062634,0.831682812,NPW
2.364981717,0.21109322,0.432406717,0.488182102,0.625420861,0.823247558,SULF2
18.84097454,0.209228215,0.129894737,1.610752065,0.107233773,0.351146657,HEXA
19.91571327,0.207934318,0.174676736,1.190395025,0.233891167,0.514119271,GRN
5.209287258,0.206109305,0.194136383,1.061672736,0.288384281,0.560630268,SUMF1
31.64462921,0.204527851,0.101210678,2.020812973,0.043299129,0.202315815,TMEM219
6.326365866,0.204317538,0.211629507,0.965449197,0.33431987,0.608477394,MFSD8
36.44798425,0.204167547,0.216015503,0.945152285,0.344581136,0.622291625,ADAM17
21.35235421,0.203628861,0.185333321,1.098716948,0.271891548,0.545832529,FDX1
4.400160446,0.201895155,0.185794978,1.08665561,0.277189039,0.551128232,TM9SF1
13.14885775,0.201501877,0.144652746,1.39300416,0.163618533,0.427134904,TMEM9B
15.82872778,0.200392327,0.496328241,0.403749597,0.686396864,0.858264624,LPAR6
2.689191252,0.193905837,0.286295395,0.677292896,0.498220137,0.74268263,GRIK5
22.15173072,0.190133022,0.145886792,1.303291544,0.192475247,0.459110747,TPP1
2.824309961,0.189832648,0.425192972,0.446462337,0.655263312,0.841728917,LILRB2
8.063393913,0.189515142,0.231076184,0.820141387,0.412135511,0.688096321,MPZL1
32.31584846,0.188403518,0.177331992,1.062433889,0.288038756,0.560630268,ANTXR2
11.48280286,0.187956717,0.17350125,1.08331621,0.278668092,0.551128232,TMX3
6.25657834,0.186362878,0.197359226,0.944282573,0.345025269,0.622291625,GALNT11
46.33474716,0.18584908,0.128518524,1.446087878,0.148152555,0.403676868,PTTG1IP
176.7663466,0.185665423,0.104433942,1.777826436,0.075432365,0.281637663,ITM2B
49.31300442,0.185211323,0.146207585,1.266769592,0.205237688,0.476700328,PHB2
14.59203655,0.1851851,0.214609896,0.862891711,0.388197008,0.659934914,CD58
22.30640318,0.184696282,0.29087443,0.634969125,0.525448552,0.749837837,CD84
13.0943013,0.183216364,0.195847823,0.935503703,0.349528776,0.626173748,SEMA4D
77.27392889,0.180082095,0.123145739,1.462349382,0.143645493,0.399905047,PPIB
32.73102326,0.179917735,0.115473968,1.558080479,0.119214172,0.371025007,M6PR
2.765718311,0.179503114,0.364536126,0.492415157,0.622425886,0.820657233,GPRC5C
19.31211175,0.179126588,0.137288333,1.304747347,0.191978893,0.459110747,ADAM10
27.68916042,0.178641875,0.11346179,1.574467277,0.115379461,0.367283623,HM13
2.841332658,0.177216051,0.275004063,0.644412481,0.519307993,0.749837837,LMBRD2
21.76344188,0.175143836,0.275873358,0.634870424,0.525512928,0.749837837,PLD3
35.65481636,0.174511894,0.121183127,1.440067594,0.149848276,0.403676868,ITGB1
31.10949846,0.173073583,0.137278481,1.260748098,0.207399619,0.480325494,LGALS9
7.351169269,0.169991654,0.19336232,0.879135365,0.379327884,0.651791354,TMEM181
2.801863855,0.169313137,0.25221978,0.671292066,0.502034488,0.743519028,SLC29A3
9.747783646,0.16831954,0.226850385,0.741984807,0.45809654,0.712099486,NAAA
5.252873468,0.167391992,0.247954748,0.675090891,0.49961802,0.743226822,SLC11A2
4.138565573,0.167389989,0.264290111,0.633356987,0.526500547,0.749864416,GPR180
8.84387541,0.166832085,0.21227507,0.785924062,0.431911977,0.695278424,ADAM15
13.58506859,0.164943368,0.146020871,1.129587622,0.258650029,0.528545712,IFNAR1
290.1460793,0.164551753,0.100165085,1.642805498,0.100423182,0.337134969,YBX1
13.81363796,0.163102686,0.1282563,1.271693372,0.203482086,0.476700328,LTBR
34.89077863,0.162317515,0.096472642,1.682523787,0.092467316,0.32546866,TMED9
9.123290655,0.162181325,0.180532217,0.898351154,0.368998369,0.647723498,NIPAL3
3.840469146,0.16183229,0.208580051,0.775876167,0.437822106,0.697521538,VSIG10
9.115452839,0.16105033,0.221576315,0.726839103,0.467324526,0.719445657,TMEM63A
7.597262356,0.160869,0.287531939,0.559482194,0.57583268,0.785027347,TSPAN13
11.56845184,0.159137028,0.147199265,1.081099342,0.279652926,0.551376563,ITFG1
4.818626705,0.157994073,0.234486047,0.673788802,0.500445595,0.743226822,GNS
2.258085217,0.155153,0.286897839,0.54079529,0.58864869,0.794815382,MBTPS2
19.24955031,0.152289451,0.145748021,1.044881776,0.296077613,0.568668301,PTPRA
3.490753903,0.150140287,0.527832474,0.284446854,0.776067957,0.907874521,PTAFR
5.894132672,0.148601854,0.186922652,0.794991151,0.42661865,0.694686535,PIGN
