Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Pertussis,0.3005683186979625,1.1488453076844316,0.21689059500959693,0.37453414412677594,1.0,12/41,15.70%,PYCARD;RHOA;CFL1;GNAI2;MAPK1;CALM2;MYD88;MAPK9;CALM1;CALM3;ITGB2;GNAI3
prerank,Adrenergic signaling in cardiomyocytes,0.27892781082897,1.144470796162031,0.22899159663865545,0.3793767811990258,1.0,17/64,19.73%,TPM3;GNAI2;PPP1CA;MAPK1;CALM2;PPP2CB;SCN1B;CACNA2D4;CALM1;GNAS;AKT1;CALM3;PPP1CC;GNAI3;PPP2R5A;TPM4;PPP2R1A
prerank,Glioma,0.30648832700335893,1.1436302712353306,0.25440313111545987,0.3774665165266699,1.0,11/41,14.11%,BAX;CAMK1D;KRAS;MAPK1;CALM2;MAP2K2;CALM1;NRAS;AKT1;BAK1;CALM3
prerank,Rheumatoid arthritis,-0.30504636377388644,-1.1435198767530244,0.2396694214876033,0.5040410685088553,1.0,6/36,11.83%,JUN;FOS;CXCL3;CXCL2;ATP6V0A1;ATP6V0A2
prerank,Collecting duct acid secretion,0.402829886449617,1.1394983962983698,0.2868217054263566,0.3816882703577479,1.0,7/15,20.58%,ATP6V1F;ATP6V1G1;ATP6V0E1;ATP6V1E1;SLC12A7;ATP6V1B2;ATP6V1A
prerank,Glutamatergic synapse,0.30563020626529475,1.139190199049563,0.27111984282907664,0.3786859719462287,1.0,9/39,15.70%,GNG5;GNAI2;GNB1;GNB2;MAPK1;GNB4;GNAS;SLC38A1;GNAI3
prerank,Toll-like receptor signaling pathway,-0.2811862111122725,-1.1343339993914607,0.2552742616033755,0.5157277896849486,1.0,10/56,14.64%,JUN;FOS;NFKBIA;IL12A;CCL4;IRF3;PIK3R1;MAP3K8;MAP2K7;AKT2
prerank,Legionellosis,-0.30149163535095824,-1.1334230082692327,0.2608695652173913,0.5062510966393927,1.0,6/38,6.08%,CLK1;NFKBIA;CXCL3;CYCS;IL12A;CXCL2
prerank,Small cell lung cancer,-0.2880109213460919,-1.1291287686327682,0.24737945492662475,0.5048367641377788,1.0,18/50,27.31%,GADD45B;PTGS2;NFKBIA;CYCS;PIK3R1;AKT2;ZBTB17;RXRB;FHIT;AKT3;GADD45A;PIK3CB;BIRC3;BCL2;CKS2;E2F3;CHUK;RXRA
prerank,Malaria,0.3522179571759095,1.12695249543105,0.28623853211009176,0.39832638941354315,1.0,5/20,14.94%,CD36;MYD88;TGFB1;ITGB2;IL18
prerank,mTOR signaling pathway,0.25403086944919157,1.1250397120038607,0.2350674373795761,0.3985095045563637,1.0,26/93,22.06%,RHOA;LAMTOR2;TNFRSF1A;RRAGC;EIF4E2;LAMTOR5;KRAS;LAMTOR1;ATP6V1F;MAPK1;EIF4EBP1;ATP6V1G1;RRAGA;MAP2K2;NRAS;LAMTOR4;ATP6V1E1;AKT1;SKP2;SEC13;CAB39;HRAS;ATP6V1B2;ATP6V1A;PIK3CA;PRR5
prerank,ABC transporters,-0.38809003835714867,-1.1231353146394145,0.29494949494949496,0.5089738771813179,1.0,9/15,33.28%,ABCA5;ABCA1;ABCA7;TAP2;ABCA2;ABCG1;ABCB8;ABCC1;ABCD4
prerank,Coronavirus disease,-0.267141536527656,-1.122528078461179,0.2732793522267207,0.4994928604555584,1.0,7/69,3.99%,JUN;FOS;STAT3;NFKBIB;IL6ST;NFKBIA;IL12A
prerank,Fanconi anemia pathway,-0.3239456609174978,-1.1142042515351258,0.29545454545454547,0.5089259849028613,1.0,15/31,28.28%,BRCA2;TOP3A;REV3L;BRCA1;POLH;TELO2;BLM;POLI;ATR;HES1;FANCM;TOP3B;FANCI;MUS81;FAN1
prerank,Thyroid hormone signaling pathway,-0.2643225305971651,-1.10826886729603,0.2757936507936508,0.5131963113924783,1.0,31/73,27.73%,MED12L;RAF1;ATP1A1;KAT2A;SIN3A;EP300;PIK3R1;PLCG2;NOTCH1;MED14;PLCB1;FOXO1;ATP2A2;NCOR1;AKT2;MED17;RXRB;HIF1A;NCOA2;AKT3;PLCB2;CREBBP;ATP1B1;CTNNB1;PIK3CB;MDM2;PDPK1;NCOA1;RXRA;MED13;MED13L
prerank,Melanogenesis,0.29743149164242866,1.105933558253364,0.30019880715705766,0.4322616061421633,1.0,10/38,15.70%,GNAI2;KRAS;MAPK1;CALM2;MAP2K2;CALM1;NRAS;GNAS;CALM3;GNAI3
prerank,Bladder cancer,0.3391956298741987,1.1040787381676247,0.3013972055888224,0.4324623352848704,1.0,5/23,11.81%,KRAS;MAPK1;MYC;MAP2K2;NRAS
prerank,Human T-cell leukemia virus 1 infection,0.23490494136302734,1.0985829550204356,0.23434343434343435,0.4395609025766637,1.0,30/134,15.00%,VDAC1;SPI1;TNFRSF1A;BAX;RAN;VDAC3;SLC25A6;IL2RA;SLC25A5;KRAS;TSPO;TLN1;ANAPC11;IL2RG;MAPK1;MYC;VDAC2;MAPK9;TGFB1;MAP2K2;CCNA1;RANBP1;FDPS;NRAS;BUB3;AKT1;ITGB2;CDC23;CDC26;SMAD2
prerank,Serotonergic synapse,0.2984521986897669,1.097422803605962,0.3118712273641851,0.4379138894478225,1.0,9/37,12.36%,GNG5;GNAI2;GNB1;KRAS;GNB2;MAPK1;GNB4;NRAS;GNAS
prerank,Arachidonic acid metabolism,0.3682406426572381,1.0935904546899506,0.3258655804480652,0.441301042614505,1.0,6/16,16.42%,PTGES3;CBR1;GPX7;LTC4S;GGT5;HPGDS
