gene,lspc_pct,hspc_pct,log2FC,padj
MALRD1,1.3025073266037122,7.319831397141976,,
MAMDC4,1.0175838489091502,1.2336794489565128,,
MAN2A1,18.870074894171278,22.247352729515782,-0.1121831422761157,0.7750678503552365
MAN2A2,19.65157929013351,24.293204482368665,-0.2332844922771679,0.4895972917915102
MAN2B1,23.689352002605016,20.222062300812173,-0.1337801652181213,0.7498378374788586
MAN2B2,8.311624877889939,8.02919708029197,-0.1368872331226789,0.7732741408582525
MANSC1,5.161185281667209,3.6804770227202632,-0.4757724383848606,0.389227541467837
MARCKS,10.167697818300228,4.842191837154313,0.0947406571795737,0.943879351649791
MBTPS2,5.11234125691957,3.773002981392002,0.1551529996411662,0.794815382328357
MC1R,0.43145555193747964,1.0383468695383982,,
MCAM,0.4395962227287529,0.42150714506014186,,
MCOLN1,9.760664278736568,8.20396833556081,-0.5993480678988979,0.1604113478940834
MDGA1,2.4584825789645066,0.7093656831499948,,
MDK,27.653858677955064,46.41718926698879,-0.2550961030223937,0.6511706164913916
MEGF11,0.35818951481602085,0.3289811863884034,,
MEGF8,5.665906870726148,4.780507864706487,0.0378435770515235,0.9565147178163907
MEGF9,7.798762618039726,5.243137658065179,-0.0704716206424828,0.885811024185723
MERTK,4.111038749592966,10.321784722936156,,
METTL9,45.766851188537935,47.352729515780815,0.0326670259176014,0.898688782695404
MFAP3,4.615760338651905,2.816901408450704,,
MFAP3L,0.5454249430153044,0.8532949521949214,,
MFGE8,9.695538912406382,9.66382235015935,-0.3986404985005907,0.389227541467837
MFNG,30.42168674698795,32.7233473835715,0.0567462915415113,0.860110014260028
MFSD11,12.723868446760013,19.15287344504986,-0.4077004564856837,0.0440884598264111
MFSD12,11.380657766199935,4.143106816078956,0.1110531561367539,0.8316828115718896
MFSD2A,1.465320742429176,1.9944484424796958,,
MFSD2B,1.2048192771084338,1.5318186491210033,,
MFSD5,9.093129273852165,5.345944278811555,0.6273607144225495,0.0256386433784081
MFSD6,14.8241615109085,6.774956307186183,0.0021685087390118,0.9935729600339744
MFSD6L,0.25236079452946925,0.041122648298550425,,
MFSD8,10.647997394985346,7.957232445769508,0.2043175378866866,0.6084773944457503
MGAT4B,17.404754151742104,6.939446900380385,0.3690650101435686,0.3492335119601744
MGAT5,8.401172256593943,4.0711421815564925,0.0914892116719927,0.8674035015133661
MIA3,23.37186584174536,22.740824509098385,-0.3931705198094668,0.0319877321620164
MICA,4.444806252035168,5.212295671841266,,
MICB,3.9482253337675024,3.2589698776601215,,
MILR1,7.220774991859329,1.151434152359412,0.9623160660038862,0.1208407083568907
